0.25411,0.91815,0.78902,0.34173,1.712,0.59556,-0.39527,1.354,0.93426,-0.88515,-0.67839,0.91227,1.3424,0.048029,-0.0041587,-3.4705,0.64321,0.6046,0.16408,0.97558,1.8099,-0.044392
1.1366,1.335,0.82944,0.53019,1.4388,0.99242,0.1556,1.1629,0.62413,-0.65136,-0.92541,0.661,1.3687,0.22323,0.47402,-3.2383,0.72088,0.63244,0.60005,0.92676,1.1885,-0.077306
0.051465,0.20114,0.77461,0.86134,1.5088,0.92985,0.099105,0.39562,-0.017763,-0.8537,-1.0891,0.59378,0.5147,0.57872,1.146,-3.6393,0.45849,-0.63351,0.58388,0.6411,1.3676,0.081561
0.20594,0.86274,0.93579,-0.30581,1.4446,0.78075,-0.30929,1.2668,0.68334,0.24738,-0.56223,1.0129,0.55401,0.11374,1.5904,-1.4305,0.59879,0.47024,-0.076245,1.0809,1.6222,0.088076
1.2388,0.02339,0.79829,0.81454,1.5318,1.8324,-0.28898,0.61609,-0.010467,0.20904,-1.1249,0.46191,0.6387,0.2889,1.6783,-2.0512,-1.2285,0.43903,0.046898,1.0012,2.4972,0.018345
-8.1212e-05,-1.1514,-0.35773,0.84427,0.12262,0.67944,-0.42783,0.91316,1.373,0.90848,0.14002,0.87368,0.77191,0.9766,-0.054809,-0.86833,-0.37775,-1.2217,-0.096729,2.966,0.70477,0.2486
-0.59487,-0.62316,-0.24149,0.61647,0.11544,0.81818,-0.64146,0.32919,1.4062,0.99607,-0.30258,0.59371,0.66819,0.80045,-0.019876,-1.2628,-0.53211,-0.75736,-0.086811,1.3974,0.89561,0.18922
-0.1409,0.55707,0.94574,0.35776,0.89463,0.76111,-0.60173,0.25729,1.0866,0.44683,0.87517,0.95561,-1.117,0.076103,0.67403,-1.424,0.42495,0.095992,-0.19644,0.86302,0.68368,0.47777
0.3631,0.68076,0.92487,0.20223,0.88611,0.86805,-0.83659,0.48752,1.1342,0.71004,0.014146,0.40652,1.1254,-0.04001,1.0066,-0.63311,1.0653,0.21643,-0.40894,0.73854,1.2308,0.61667
-0.54444,0.69239,0.99946,0.1787,0.96424,0.93916,-0.88082,1.0362,0.86891,0.23823,-1.9642,0.0088567,0.82467,-0.8484,0.31415,-0.37537,1.2736,0.02407,-0.30706,0.96431,2.1249,0.62148
-2.2626,0.15396,0.92903,0.71914,0.6047,2.1134,-1.4659,0.6777,0.54309,0.68291,-1.9173,0.68559,1.3408,-1.3861,0.75904,-0.78474,1.2176,-0.077473,-0.17512,1.1469,2.6135,0.57304
-2.2124,-0.77293,0.75844,1.6876,0.35992,1.9854,-0.46362,0.27305,-0.024861,0.75765,-1.7286,1.1506,1.5132,-1.0911,1.5148,-1.1621,-0.25723,-0.12897,-0.24139,1.0444,2.4328,0.69068
-0.77381,-1.1094,0.53456,2.0071,-0.54988,1.9811,-0.08957,-1.3729,-0.077169,1.0278,-0.4523,0.25328,0.82387,-0.96642,1.2464,-0.77575,-0.45931,-0.16637,-0.63042,1.1248,1.9081,0.55292
0.77389,-0.84441,0.34742,2.0623,0.39478,1.7399,0.70422,0.13751,-0.16128,1.1257,-0.38462,-0.069569,0.68941,-0.65129,0.482,-0.37675,-0.63183,0.15626,-0.60826,0.82588,-0.29862,0.45127
0.50043,0.12903,-0.34579,1.1546,-0.50726,0.66184,-0.20056,0.48685,1.8322,0.8742,-0.40396,0.44453,0.085772,0.93412,0.32728,0.0080547,-0.59844,-1.587,-0.28947,1.105,0.82433,1.6433
-0.12414,0.1493,-0.21785,1.1063,-0.51322,0.71759,0.021584,-1.4726,2.186,0.6434,1.4587,0.34531,1.0625,0.67371,0.9504,-0.69508,0.21321,-1.0276,-0.13316,0.6148,1.0809,1.624
0.11995,0.47763,0.28937,0.81668,-0.16287,0.80789,-0.033104,0.18162,1.2635,-0.13319,-0.59376,-0.072383,0.2786,0.25925,0.067901,-0.83165,0.82218,0.59473,-0.63737,0.49877,1.2628,1.3504
0.26216,0.26247,1.2332,0.77998,1.3374,0.57834,-0.43674,0.22743,0.87465,-0.66605,-1.9663,-0.15891,-0.43995,-1.0134,0.23924,-0.82976,1.771,-0.01337,-0.44768,0.86391,1.5791,1.0931
0.39379,0.23598,0.87793,1.4573,0.41179,2.1743,-0.087734,1.2471,0.67866,-0.69867,-1.9875,0.27712,1.137,-0.90403,0.60088,-0.73268,1.6556,-2.1168,0.27148,1.6481,1.4213,1.0325
0.71465,0.69956,0.60091,2.1456,0.034547,1.8146,-0.70706,0.32287,1.4384,0.06719,-2.0175,0.88179,1.1243,-0.78794,1.002,-0.57852,0.1782,-0.27221,-0.10252,1.551,1.2541,0.9386
0.20474,1.4544,0.30499,1.9445,0.72758,1.5286,-0.4691,0.69953,1.3757,0.38272,-0.031453,-0.30723,0.92493,-0.77657,0.47805,-0.4666,-0.76547,-0.24181,-0.37259,1.3152,-0.016731,1.0782
